,date,timestamp,event_auction_id,event_type,event_exchange,event_app_or_site,event_app_site_name,event_city,event_country,event_has_gps,event_creative_size,event_device_type,event_device_language,event_os,event_os_version,event_connection_type,event_device_model,event_device_make,event_has_ifa,win_price,win_price_loc,event_ias_cpm,longitude,latitude,event_hash_ifa,event_hash_ip,event_media_type,event_bidder_name,event_site_or_app_categories,event_zip_code,event_imp_multiplier,advertiser_id,creative_type,creative_size,line_id,schedule_start,schedule_end,line_updated_at,mediaplan_daily_budget,mediaplan_id,mediaplan_currency,deal_cpm,event_hash_geo_name,hash_deal_identifier,event_hash_branding_to_store
1403953,2019-08-20,2019-08-20 14:15:53.192 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403954,2019-08-20,2019-08-20 14:15:55.221 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403955,2019-08-20,2019-08-20 14:15:55.282 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403956,2019-08-20,2019-08-20 14:15:55.703 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403957,2019-08-20,2019-08-20 14:15:53.011 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403958,2019-08-20,2019-08-20 14:15:51.707 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403959,2019-08-20,2019-08-20 14:15:54.032 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403960,2019-08-20,2019-08-20 14:15:57.219 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403961,2019-08-20,2019-08-20 14:15:52.81 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403962,2019-08-20,2019-08-20 14:15:50.805 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403963,2019-08-20,2019-08-20 14:15:50.973 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403964,2019-08-20,2019-08-20 14:15:53.244 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403965,2019-08-20,2019-08-20 14:15:51.605 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403966,2019-08-20,2019-08-20 14:15:51.575 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403967,2019-08-20,2019-08-20 14:15:50.455 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403968,2019-08-20,2019-08-20 14:15:53.513 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403969,2019-08-20,2019-08-20 14:15:48.97 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403970,2019-08-20,2019-08-20 14:15:53.146 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403971,2019-08-20,2019-08-20 14:28:39.679 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403972,2019-08-20,2019-08-20 14:15:54.431 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403973,2019-08-20,2019-08-20 14:15:53.881 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403974,2019-08-20,2019-08-20 14:15:51.389 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403975,2019-08-20,2019-08-20 14:15:52.011 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403976,2019-08-20,2019-08-20 14:15:52.876 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403977,2019-08-20,2019-08-20 14:15:56.583 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403978,2019-08-20,2019-08-20 14:15:53.343 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403979,2019-08-20,2019-08-20 14:15:56.486 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403980,2019-08-20,2019-08-20 14:15:55.902 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403981,2019-08-20,2019-08-20 14:15:54.516 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403982,2019-08-20,2019-08-20 14:15:56.4 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403983,2019-08-20,2019-08-20 14:15:57.119 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403984,2019-08-20,2019-08-20 14:15:51.038 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403985,2019-08-20,2019-08-20 14:15:55.999 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403986,2019-08-20,2019-08-20 14:15:56.306 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403987,2019-08-20,2019-08-20 14:15:53.432 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403988,2019-08-20,2019-08-20 14:15:57.07 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403989,2019-08-20,2019-08-20 14:15:49.438 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403990,2019-08-20,2019-08-20 14:15:51.341 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403991,2019-08-20,2019-08-20 14:15:50.305 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403992,2019-08-20,2019-08-20 14:15:50.189 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403993,2019-08-20,2019-08-20 14:15:50.353 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403994,2019-08-20,2019-08-20 14:15:55.014 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403995,2019-08-20,2019-08-20 14:15:56.56 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403996,2019-08-20,2019-08-20 14:15:56.672 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403997,2019-08-20,2019-08-20 14:15:50.04 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403998,2019-08-20,2019-08-20 14:15:51.557 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
1403999,2019-08-20,2019-08-20 14:15:54.648 UTC,829954e7-871f-4dd4-b919-7ac5a56d7f28,click,mopub,app,Floating Tunes,,BEL,False,,4,,Android,,,Samsung Galaxy S9,Samsung,False,0.0,0.0,,,,,5.3504125790389235e+17,,,,,,a097d414-87d5-4e8e-ae73-92a062e3e469,banner,320*480,9cb0acbb-b355-4b0d-adb7-deacbc27507d,2019-07-11 22:40:00 UTC,2019-08-31 21:59:59 UTC,2019-07-30 09:21:44.221 UTC,50.0,787c9a5a-4965-41e1-8569-6938e85f39df,EUR,,,,
