,date,timestamp,event_auction_id,event_type,event_exchange,event_app_or_site,event_app_site_name,event_city,event_country,event_has_gps,event_creative_size,event_device_type,event_device_language,event_os,event_os_version,event_connection_type,event_device_model,event_device_make,event_has_ifa,win_price,win_price_loc,event_ias_cpm,longitude,latitude,event_hash_ifa,event_hash_ip,event_media_type,event_bidder_name,event_site_or_app_categories,event_zip_code,event_imp_multiplier,advertiser_id,creative_type,creative_size,line_id,schedule_start,schedule_end,line_updated_at,mediaplan_daily_budget,mediaplan_id,mediaplan_currency,deal_cpm,event_hash_geo_name,hash_deal_identifier,event_hash_branding_to_store
551963,2019-08-19,2019-08-19 06:48:40.426 UTC,XVpFQAABwskK7fgSrgPCAg,click,doubleclick,app,Daily Mail Online,London,GBR,False,,4,,Android,,,Samsung Galaxy S8,Samsung,False,0.0,0.0,,,,-2.3066682615364424e+18,4.317625724165852e+18,,,,,,224ae978-82b5-4aae-8533-7559e20085f1,mraid2,300*250,0eaeb6b6-ea9d-4650-837f-e921ee5cd3fc,2019-08-01 23:00:00 UTC,2019-08-31 22:59:59 UTC,2019-08-14 14:13:19.38 UTC,,cdb4583e-dc91-4dc4-b076-a67f4a60ab9e,USD,,,,
552507,2019-08-19,2019-08-19 07:06:54.114 UTC,XVpIZwAJMQQKGxbN1wzYHA,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,Bordeaux,FRA,False,,4,,Android,,,Samsung Samsung Galaxy J3,Samsung,False,0.0,0.0,,,,-5.669078379473595e+18,1.466378834474844e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
552518,2019-08-19,2019-08-19 07:12:07.026 UTC,XVpIfAAGNDAKUaIhfAksSQ,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,Bayonne,FRA,False,,4,,Android,,,Samsung Galaxy J6,Samsung,False,0.0,0.0,,,,-5.046187066504376e+18,2.551226329759274e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553100,2019-08-19,2019-08-19 07:18:35.91 UTC,XVpMEAAMNWQKGzhT1wWmnQ,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,,FRA,False,,4,,Android,,,Huawei P8 Lite,Huawei,False,0.0,0.0,,,,-3.112785989332868e+18,1.868973720638416e+17,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553103,2019-08-19,2019-08-19 07:18:41.599 UTC,XVpMEAAMNWQKGzhT1wWmnQ,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,,FRA,False,,4,,Android,,,Huawei P8 Lite,Huawei,False,0.0,0.0,,,,-3.112785989332868e+18,1.868973720638416e+17,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553261,2019-08-19,2019-08-19 07:18:26.904 UTC,XVpNFwABEogKUaWoEgTWLw,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,,FRA,False,,4,,Android,,,w_c800,Wiko,False,0.0,0.0,,,,-8.987877467121242e+18,-5.52123330944266e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553289,2019-08-19,2019-08-19 07:21:47.211 UTC,XVpNSAAELkQKUchOkgGHDg,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,La Rochelle,FRA,False,,4,,Android,,,Huawei Mate 10,Huawei,False,0.0,0.0,,,,-9.139681731411155e+17,-3.049961866657454e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553456,2019-08-19,2019-08-19 07:30:30.364 UTC,XVpOtQAJ5bUKG0gQTwXzHQ,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,Beautiran,FRA,False,,4,,Android,,,Samsung Galaxy A5,Samsung,False,0.0,0.0,,,,4.691472421690317e+18,6.518840033752316e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553458,2019-08-19,2019-08-19 07:30:37.261 UTC,XVpOtQAJ5bUKG0gQTwXzHQ,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,Beautiran,FRA,False,,4,,Android,,,Samsung Galaxy A5,Samsung,False,0.0,0.0,,,,4.691472421690317e+18,6.518840033752316e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553459,2019-08-19,2019-08-19 07:30:34.089 UTC,XVpOtQAJ5bUKG0gQTwXzHQ,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,Beautiran,FRA,False,,4,,Android,,,Samsung Galaxy A5,Samsung,False,0.0,0.0,,,,4.691472421690317e+18,6.518840033752316e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553655,2019-08-19,2019-08-19 07:32:58.684 UTC,XVpQYwAGCPwKG3EWOgielg,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,,FRA,False,,4,,Android,,,Samsung Galaxy A3,Samsung,False,0.0,0.0,,,,5.325334401591794e+18,6.965168016259992e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,471d9e7f-53a0-4c29-a311-354d2c107e85,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.585 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553661,2019-08-19,2019-08-19 07:33:35.23 UTC,XVpQawAFxi8KG25Qgw0JOA,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,Cavignac,FRA,False,,4,,Android,,,Huawei Honor 6C,Huawei,False,0.0,0.0,,,,7.817276049504722e+18,-2.8631670425303695e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,471d9e7f-53a0-4c29-a311-354d2c107e85,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.585 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
553713,2019-08-19,2019-08-19 07:37:40.007 UTC,XVpQvQAHBIwKG5NHfw2S/w,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,Saint-Jean-de-Luz,FRA,False,,4,,Android,,,Huawei Honor 6X,Huawei,False,0.0,0.0,,,,,-6.823134609376599e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,471d9e7f-53a0-4c29-a311-354d2c107e85,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.585 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
554315,2019-08-19,2019-08-19 07:53:06.528 UTC,XVpVWwAC0SQKGxDDlQgDKQ,click,doubleclick,app,Secure VPN - Unlimited Free & Super VPN Proxy,Frankfurt,DEU,False,,4,,Android,,,mi 8 lite,xiaomi,False,0.0,0.0,,,,3.933024654725279e+18,9.192641904119885e+18,,,,,,a13c3c41-8900-4a2f-9772-cd2f924f5854,mraid2,300*250,b5abafd4-104c-4e16-81c3-7bcb7239cff4,2019-06-30 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-06-28 15:27:59.441 UTC,715.0,b00360f7-10b7-4f22-997a-64cf8ad5af73,EUR,,7ae2a356f15accd56bbc70732365570065dd0c95b68eebc17e9ae06b69072da7,,
554350,2019-08-19,2019-08-19 07:57:00.135 UTC,XVpVvAAEIV8KGzwLuAkBWA,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,,FRA,False,,4,,Android,,,Huawei P20 Lite,Huawei,False,0.0,0.0,,,,-1.5825306712152975e+18,-7.909896211180675e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,471d9e7f-53a0-4c29-a311-354d2c107e85,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.585 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
554469,2019-08-19,2019-08-19 07:59:45.581 UTC,XVpWuAAHz3YKUaJsHA28mQ,click,doubleclick,app,Sud Ouest : actualité locale et info du monde,,FRA,False,,4,,Android,,,Sony Xperia Xz1,Sony,False,0.0,0.0,,,,-6.674300747163939e+18,-6.898114386998347e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,fullscreen,320*480,0a94a4a1-13ce-4597-82d4-002d00bb3c7c,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-14 13:43:22.624 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
554763,2019-08-19,2019-08-19 08:11:29.744 UTC,XVpZpQAANrQKd4zMYwwHaw,click,doubleclick,app,DeinUpdate,Rheinfelden,DEU,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,5.714670607346404e+18,-2.6576801914800123e+18,,,,,,a13c3c41-8900-4a2f-9772-cd2f924f5854,mraid2,300*250,d2064ccd-260f-40f3-a5ed-47d43ad8c7f6,2019-06-30 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-06-28 15:26:24.154 UTC,715.0,b00360f7-10b7-4f22-997a-64cf8ad5af73,EUR,,3be608366029e0a41c02de6d0a7d643440819de646acbbd19490582240bf7484,,
554911,2019-08-19,2019-08-19 08:17:34.128 UTC,XVpbHQAIT1AKd72CfQ KRA,click,doubleclick,app,Runmeter GPS Pedometer,,DEU,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-2.8654103843431296e+18,-3.895730373900121e+18,,,,,,1b58554e-50fa-4323-842a-9766d3ea6cf2,javascript,300*250,b618b9ec-b47b-4a90-bb7f-0fc79f9d1b1c,2019-06-25 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-16 13:26:34.667 UTC,350.0,82c8ac42-45a8-4d78-9ef5-e46914e88b1f,EUR,,9de4c110e182aba5b6b1c60264336d29e5658a375d82ef00814de8b5ed980509,,
555100,2019-08-19,2019-08-19 08:38:59.598 UTC,XVpesAAFSh8K7flDzgLP9w,click,doubleclick,app,Daily Mail Online,Inverness,GBR,False,,4,,Android,,,Samsung Galaxy S8,Samsung,False,0.0,0.0,,,,6.959810384530595e+18,-4.822001288627106e+18,,,,,,224ae978-82b5-4aae-8533-7559e20085f1,mraid2,300*250,0eaeb6b6-ea9d-4650-837f-e921ee5cd3fc,2019-08-01 23:00:00 UTC,2019-08-31 22:59:59 UTC,2019-08-14 14:13:19.38 UTC,,cdb4583e-dc91-4dc4-b076-a67f4a60ab9e,USD,,,,
555125,2019-08-19,2019-08-19 12:58:35.965 UTC,XVpf6wAF7FoKd5fYwgjtzw,click,doubleclick,app,AppLock,Frankfurt,DEU,False,,4,,Android,,,Samsung Galaxy J7,Samsung,False,0.0,0.0,,,,-3.9925617049129247e+18,-5.493217667090616e+18,,,,,,a13c3c41-8900-4a2f-9772-cd2f924f5854,javascript,320*480,25866a55-22c9-4abb-ae23-bb853ee2f1d5,2019-06-30 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-06-28 15:15:30.933 UTC,715.0,b00360f7-10b7-4f22-997a-64cf8ad5af73,EUR,,d6db0f240c07dc1fba937d1abaacff300c74a78f91153840dd70f6da385d3370,,
555989,2019-08-16,2019-08-16 15:04:18.884 UTC,0b22d71e-077c-46d1-b7c6-230c17182dbc,click,mopub,app,Paint by Numbers: New Coloring Pictures Book Free,Berlin,DEU,False,,4,,Android,,,Huawei Honor 6A,Huawei,False,0.0,0.0,,,,-8.418899487139155e+18,3.618109050535324e+18,,,,,,d4a8f738-3ee2-48ca-9605-de23236cce5f,mraid2,320*480,dd914bf0-b6bc-449f-a79e-5e80ba7b7ff2,2019-07-31 22:00:00 UTC,2019-08-30 21:59:59 UTC,2019-08-01 12:10:24.656 UTC,815.0,a35bf1da-6e87-4e08-9389-e6c4aa8a5f8b,USD,,dad114b6ed7342bac65c79575f6c7ff761ec26b52c1f5f7a9110532973d05df2,,
557544,2019-08-15,2019-08-15 08:26:18.8 UTC,0b60811158f1a09779822c5081d4e0ff9a621ab1_67,click,rubicon,app,Solitaire,,FRA,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,6.19168752062785e+18,2.979252539761071e+18,,,,,,a80c4321-60fb-410c-8dc4-a2d5c4b8ae95,banner,320*480,5a4a2a90-edf2-4acf-9eeb-f54081bb754c,2019-07-05 22:00:00 UTC,2019-09-03 21:59:59 UTC,2019-07-24 16:32:02.446 UTC,,dbdb7f7e-9484-4786-9589-bc1d9085bb29,EUR,,,,
557612,2019-08-18,2019-08-18 20:13:42.908 UTC,0b634cc7-1f9f-4b49-889d-69ff6b1d158e,click,mopub,app,Online Soccer Manager (Android),Brussels,BEL,False,,4,,Android,,,Huawei P9 Lite Dual Vns-L31 4G,Huawei,False,0.0,0.0,,,,-2.1208848839823073e+18,-8.75600367964031e+17,,,,,,cc3a9ecd-c0a6-48cd-ae2a-046690f2f9d3,html,480*320,02858f79-07ee-4393-b657-0bf90141744b,2019-06-03 22:00:00 UTC,2019-09-01 21:59:59 UTC,2019-06-04 13:02:34.201 UTC,,88e2a756-f029-4b63-bd26-025ca1351a61,EUR,,3b8a9790ddb66267daac13b1c958c7dbff29c0b043374385cab31399ef8a9ed8,,
557772,2019-08-18,2019-08-18 22:22:54.798 UTC,0b6bc2448d2137baa19826e95ed40c824e69859b,click,rubicon,app,Words With Friends 2 Word Game,,USA,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-4.971313791015564e+18,5.768243867328591e+17,,,,,,52c17b72-423e-4b7f-8b7f-5368d809b4eb,fullscreen,320*480,79c075e6-28f4-46bc-874f-f6402be73ecf,2019-07-10 05:00:00 UTC,2019-09-01 04:59:59 UTC,2019-08-09 13:43:30.386 UTC,,378f0ed5-369f-419c-b74c-14ad2d7b4481,USD,,936b3f6b27bee78e1f7a30fc0e4445ea035cd6f4a5dd3434fc9a65820234f627,,
558142,2019-08-19,2019-08-19 17:36:53.134 UTC,0b7f9e1d6ec24b16b56acf5d27fe50fb,click,nexage,app,Best Solitaire Classic Android,BRUSSELS,BEL,False,,5,,Android,,,Lenovo Tab 4,Lenovo,False,0.0,0.0,,,,,-5.163299481276675e+18,,,,,,75710170-a579-4d9d-b889-0a680a6dcbc5,javascript,320*480,65370bfe-1ace-4149-b3bf-b750134b2cb1,2019-07-09 22:00:00 UTC,2019-08-25 21:59:59 UTC,2019-08-02 14:55:00.375 UTC,,d88da5ba-9bb9-45b2-9286-afe32cd69841,USD,,d8516be7d0e0d19a9d3d87de8ee185378ff66e27c7a0cac70ad5051b9f0e6cc2,,
559506,2019-08-21,2019-08-21 13:09:51.233 UTC,0bb57cdec8e0423e91b8772ebfa9e9c6,click,nexage,app,iTube Android,LONDON,GBR,False,,4,,Android,,,Samsung Galaxy J3,Samsung,False,0.0,0.0,,,,1.456936122057496e+17,-9.345561007529688e+17,,,,,,dd9efaff-7ea7-4300-9065-fce23a9034a2,banner,320*480,524e99e0-74b6-4a8e-a1fe-bb0754676395,2019-07-30 23:00:00 UTC,2019-08-27 22:59:59 UTC,2019-08-20 12:48:41.37 UTC,,b218528b-c978-4368-b0b0-da1a51353f97,USD,,828b5e0b52563df192c20b64494c7d4023cfd5d2d9a6dedf40d8436205577bcf,,
559508,2019-08-22,2019-08-22 13:52:58.752 UTC,0bb57cdec8e0423e91b8772ebfa9e9c6,click,nexage,app,iTube Android,LONDON,GBR,False,,4,,Android,,,Samsung Galaxy J3,Samsung,False,0.0,0.0,,,,1.456936122057496e+17,-3.7860092305912806e+18,,,,,,dd9efaff-7ea7-4300-9065-fce23a9034a2,banner,320*480,524e99e0-74b6-4a8e-a1fe-bb0754676395,2019-07-30 23:00:00 UTC,2019-08-27 22:59:59 UTC,2019-08-20 12:48:41.37 UTC,,b218528b-c978-4368-b0b0-da1a51353f97,USD,,828b5e0b52563df192c20b64494c7d4023cfd5d2d9a6dedf40d8436205577bcf,,
561036,2019-08-17,2019-08-17 03:09:07.557 UTC,0bdf31a453b691afcc51cbe851ff49e00434bd05_67,click,rubicon,app,wattpad,,USA,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-3.41975735557771e+18,-3.7523520105785523e+18,,,,,,52c17b72-423e-4b7f-8b7f-5368d809b4eb,gpstore,320*480,693c1e09-ac21-4a65-bf62-83bf8b623a10,2019-07-10 05:00:00 UTC,2019-09-01 04:59:59 UTC,2019-07-15 10:40:06.946 UTC,,378f0ed5-369f-419c-b74c-14ad2d7b4481,USD,,ce5575a63cc2795065746542da9fd4a38cf5223bb0df51da08153d8bd4cdd37c,,
562664,2019-08-19,2019-08-19 10:25:22.643 UTC,0be82cef-b3dc-4309-873f-c392bfab39ab,click,mopub,app,LOVOO Android,Woerth am Rhein,DEU,False,,4,,Android,,,sne-lx1,Huawei,False,0.0,0.0,,,,-2.9349384562936187e+18,3.274823679247701e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,9633fd9a-a65d-49eb-b724-bd0e3cd4e706,2019-07-15 04:00:00 UTC,2019-08-25 21:59:59 UTC,2019-07-22 13:23:55.618 UTC,750.0,d38e7d44-e77a-4543-aa91-36f04caadd8f,EUR,,,,
563635,2019-08-15,2019-08-15 23:15:39.822 UTC,0c0fc357-57e2-41a9-b4ca-271a784ae391,click,mopub,app,Audiomack,Fulham,GBR,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-4.4165171089219953e+18,-6.289887559699881e+17,,,,,,ec51827c-4a78-4d42-ab06-2c7a43af29cb,mraid2,300*250,584a04ef-203f-4cfb-9874-0ac6c52489ff,2019-08-01 00:00:00 UTC,2019-08-31 23:59:59 UTC,2019-08-23 10:17:27.798 UTC,1900.0,46fee3fd-f889-48d4-8c7a-fd2d4edef389,GBP,,40ccceb9f5dd0cff5638fba5506b792c63ba8daacaf3df5d21a7baa9d1e09355,,
567050,2019-08-20,2019-08-20 19:21:14.702 UTC,0ca86146-4f56-481f-b9e3-d380885bcdc4,click,mopub,app,Badoo Android Production,,DEU,False,,4,,Android,,,Sony Experia X Compact,Sony,False,0.0,0.0,,,,-3.340065794804308e+18,-3.005133312125208e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,367bc321-6a36-4f53-838d-1d34f8135ef6,2019-07-15 04:00:00 UTC,2019-08-25 21:59:59 UTC,2019-07-22 13:25:46.711 UTC,750.0,d38e7d44-e77a-4543-aa91-36f04caadd8f,EUR,,,,
567209,2019-08-18,2019-08-18 17:08:53.442 UTC,0caf43be060840fe8f25385618b87f15,click,nexage,app,Solitaire - iOS,LONDON,GBR,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-5.817764912246906e+18,3.8587998692301583e+18,,,,,,95f39bfe-79f1-49ca-8899-49e27aea80c2,javascript,320*480,c26358e8-628a-451d-91ae-445db7866619,2019-07-02 23:00:00 UTC,2019-08-31 22:59:59 UTC,2019-07-25 09:15:55.643 UTC,146.55,bfdd99bd-1173-4e70-8e41-44316f1183d3,USD,,611245e650ec19ba1978f2536cebb5224c840f12ca5cf591d53e0ac3b8021475,,
571928,2019-08-15,2019-08-15 08:07:26.425 UTC,0d6a61ee54bada91c4b9d68c5ce86132589e3990,click,rubicon,app,Spotify,,FRA,False,,1,,iOS,,,Ipad,Apple,False,0.0,0.0,,,,-8.902341573787338e+18,6.174163185265007e+17,,,,,,517be95a-59d0-4b16-9205-3be6fa33eb51,audiospot,,b4052781-8a7e-426e-9be9-e000a09e3ba5,2019-08-11 22:00:00 UTC,2019-08-21 21:59:59 UTC,2019-08-21 08:51:06.656 UTC,,2588ff4e-9765-4fda-9175-09a32ad985f5,EUR,4.8,,d90faaeea8a829f5ab1dcb75e6fdc889316e993f334b0c9f364835d25e6ebdaa,
573290,2019-08-19,2019-08-19 15:17:14.237 UTC,0da3d4a771f442b7b086333f10364710,click,nexage,app,Solitaire Classic1 iOS,MANCHESTER,GBR,False,,5,,iOS,,,Ipad,Apple,False,0.0,0.0,,,,-7.523106405889536e+18,-8.657485782923785e+18,,,,,,c7026881-32ba-4e7b-963e-78bdf4bd42ac,javascript,320*480,b1adafa6-c522-4096-ac61-022a8ed6cc0d,2019-07-21 23:00:00 UTC,2019-08-31 22:59:59 UTC,2019-08-07 14:29:46.08 UTC,,f6f03483-afff-4a1f-a911-2b1f01bd8448,USD,,ae4dbd7e5a2df7b126e4576eb030f8d8491e382f0661c1a83c5017b94fa64d85,,
573575,2019-08-16,2019-08-16 08:21:45.451 UTC,0dac6b34-d58e-4183-a3a6-4830d0387f6a,click,mopub,app,Skout iOS,Wigan,GBR,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-5.250348810939589e+18,3.606845190830301e+18,,,,,,ec51827c-4a78-4d42-ab06-2c7a43af29cb,mraid2,300*250,cb4169ba-ab7a-47c3-ab61-2286c6053898,2019-08-01 00:00:00 UTC,2019-08-31 23:59:59 UTC,2019-08-23 10:17:23.069 UTC,1900.0,46fee3fd-f889-48d4-8c7a-fd2d4edef389,GBP,,024de23d2cbc788cc37ed1e1ed2701febe360e558d88f6151932487f04546cf1,,
574254,2019-08-22,2019-08-22 09:22:42.942 UTC,0dcd53ce7b424aa58af9ae194e361460,click,nexage,app,Solitaire - iOS,ABERDARE,GBR,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-3.90546811697596e+18,-7.173496407572456e+18,,,,,,c7026881-32ba-4e7b-963e-78bdf4bd42ac,javascript,320*480,1e176a67-3c72-444d-aba5-e5e265e342d9,2019-07-21 23:00:00 UTC,2019-08-31 22:59:59 UTC,2019-07-19 14:48:16.381 UTC,,bffd14a3-0cc0-40b3-8445-c079969c35f4,USD,,f6663ca0ac671bb2a58df2a0709f253c354e5cd80237854eadc4f9ef5d218462,,
574794,2019-08-17,2019-08-17 14:21:18.712 UTC,0de635c72b0e8245761c49f22cbdcb1fbf86089e_15,click,rubicon,app,Résultats foot,,GBR,False,,1,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,6.564719661938756e+18,4.602329613950064e+18,,,,,,e4093356-f2d4-48c3-adf9-8db26d8adf68,gpstore,300*250,0ef6ec8f-5dda-4fc6-a71f-1d4e6990bb2f,2019-07-12 00:00:00 UTC,2019-08-31 23:59:59 UTC,2019-08-30 09:31:19.602 UTC,,595d8c3f-4046-4025-a739-5e99eef10874,USD,,afb024679d8072a34831ac844234d7db04db756f735e19769d7097d07ad0734d,,
576156,2019-08-15,2019-08-15 13:49:18.593 UTC,0e2458ca-9ce4-45c4-9fc7-255b24286e82,click,mopub,app,FunSignboardLite,,GBR,False,,4,,Android,,,sm-j260f,Samsung,False,0.0,0.0,,,,6.131244399775201e+18,-1.9636144321959616e+18,,,,,,e4093356-f2d4-48c3-adf9-8db26d8adf68,gpstore,320*480,4ba9ea95-ee91-4a13-aa8c-88749028f04b,2019-07-12 00:00:00 UTC,2019-08-31 23:59:59 UTC,2019-08-30 09:31:19.556 UTC,,595d8c3f-4046-4025-a739-5e99eef10874,USD,,afb024679d8072a34831ac844234d7db04db756f735e19769d7097d07ad0734d,,
578225,2019-08-18,2019-08-18 16:53:02.381 UTC,0e7c634b-2db3-457b-9890-549348258487,click,mopub,app,Amerigo,Loison-sous-Lens,FRA,False,,4,,Android,,,Huawei Y6,Huawei,False,0.0,0.0,,,,7.070533344480931e+18,8.109161865938383e+18,,,,,,a893442f-8d12-4287-b38e-c5db3a370c0a,mraid1,320*480,473eeb7f-0c4a-4d51-ae76-9c2597d81eee,2019-08-05 09:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-30 12:53:26.035 UTC,170.0,3f525013-96e0-4abd-8046-d7a11dd5d310,EUR,,7bb393583d1ef764bfca343c714a5b945ff050dfa7264359dd3af8ea1b1a529b,,
579940,2019-08-17,2019-08-17 19:11:57.489 UTC,0ec11ece-aaa5-46be-a60c-c9092a39fda2,click,teads,site,El Universal,nezahualcoyotl,MEX,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,1.2815452049754952e+18,,,,,,5dbdc799-46d0-4f47-82a9-f58dd08ebc94,vast,,337944ea-44a9-4bcb-acc4-6d869b5afe30,2019-07-28 22:00:00 UTC,2019-09-20 21:59:59 UTC,2019-09-05 08:28:08.879 UTC,,ea1c135a-6354-421f-9598-16c39b7e4f13,EUR,9.0,,3b11a526c35d05714acab5cc9704bb3b09d3a6e00a4fd949b56010beadc79a0d,
581653,2019-08-17,2019-08-17 14:46:33.847 UTC,0f05dbb5fccaa55b22152047bc99f62a33266489,click,rubicon,app,Spotify,,FRA,False,,1,,Android,,,Null,unknown,False,0.0,0.0,,,,8.886709837552531e+18,8.653168613184964e+18,,,,,,517be95a-59d0-4b16-9205-3be6fa33eb51,audiospot,,b4052781-8a7e-426e-9be9-e000a09e3ba5,2019-08-11 22:00:00 UTC,2019-08-21 21:59:59 UTC,2019-08-21 08:51:06.656 UTC,,2588ff4e-9765-4fda-9175-09a32ad985f5,EUR,4.8,,d90faaeea8a829f5ab1dcb75e6fdc889316e993f334b0c9f364835d25e6ebdaa,
581654,2019-08-17,2019-08-17 14:46:33.946 UTC,0f05dbb5fccaa55b22152047bc99f62a33266489,click,rubicon,app,Spotify,,FRA,False,,1,,Android,,,Null,unknown,False,0.0,0.0,,,,8.886709837552531e+18,8.653168613184964e+18,,,,,,517be95a-59d0-4b16-9205-3be6fa33eb51,audiospot,,b4052781-8a7e-426e-9be9-e000a09e3ba5,2019-08-11 22:00:00 UTC,2019-08-21 21:59:59 UTC,2019-08-21 08:51:06.656 UTC,,2588ff4e-9765-4fda-9175-09a32ad985f5,EUR,4.8,,d90faaeea8a829f5ab1dcb75e6fdc889316e993f334b0c9f364835d25e6ebdaa,
